pas_id	chrom	start	end	strand	assigned_gene_id	n_samestrand_gene_bodies	gene_name	gene_biotype	n_pairs_replicated	max_patient_support	max_abs_effect	disclosure
245463	2	62136017	62136058	+	ENSG00000173163	1	COMMD1	protein_coding	16	6	0.57100	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
245473	2	62146496	62147630	+	ENSG00000173163	2	COMMD1	protein_coding	5	3	0.20898	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
246005	2	64092855	64092856	-	ENSG00000197329	1	PELI1	protein_coding	4	2	0.38405	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
246084	2	64461087	64461381	+	ENSG00000119862	1	LGALSL	protein_coding	1	2	0.42563	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
246347	2	65086852	65086856	-	ENSG00000138069	1	RAB1A	protein_coding	3	3	0.21599	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
246350	2	65087807	65088013	-	ENSG00000138069	1	RAB1A	protein_coding	7	3	0.34024	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
246353	2	65088427	65088428	-	ENSG00000138069	1	RAB1A	protein_coding	1	2	0.32506	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
246458	2	65268657	65268791	+	ENSG00000138071	1	ACTR2	protein_coding	3	3	0.27523	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
246464	2	65269892	65269987	+	ENSG00000138071	1	ACTR2	protein_coding	4	3	0.34565	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
246465	2	65270117	65270269	+	ENSG00000138071	1	ACTR2	protein_coding	6	4	0.43194	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
246467	2	65270656	65270657	+	ENSG00000138071	1	ACTR2	protein_coding	2	3	0.33215	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
246468	2	65270898	65271253	+	ENSG00000138071	1	ACTR2	protein_coding	13	6	0.53045	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
246922	2	69319777	69320204	-	ENSG00000198380	1	GFPT1	protein_coding	1	3	0.18791	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
246925	2	69321517	69322062	-	ENSG00000198380	1	GFPT1	protein_coding	2	3	0.24342	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
246929	2	69324855	69326104	-	ENSG00000198380	1	GFPT1	protein_coding	2	4	0.32518	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
247018	2	69457994	69458470	-	ENSG00000115977	1	AAK1	protein_coding	1	3	0.39628	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
247268	2	69940275	69940649	+	ENSG00000059728	1	MXD1	protein_coding	1	2	0.42866	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
247270	2	69942944	69942945	+	ENSG00000059728	1	MXD1	protein_coding	2	3	0.29411	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
247452	2	70281306	70281504	-	ENSG00000143977	1	SNRPG	protein_coding	3	3	0.18905	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
248114	2	73958906	73958961	+	ENSG00000114956	1	DGUOK	protein_coding	2	2	0.16532	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
248198	2	74152527	74152594	-	ENSG00000114978	1	MOB1A	protein_coding	6	4	0.40408	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
248204	2	74155720	74155721	-	ENSG00000114978	1	MOB1A	protein_coding	2	2	0.26270	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
248205	2	74155931	74156267	-	ENSG00000114978	1	MOB1A	protein_coding	4	4	0.36676	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
248288	2	74361154	74361158	-	ENSG00000264324	2	AC006030.1	protein_coding	1	2	0.46255	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
248313	2	74457619	74457977	+	ENSG00000115274	2	INO80B	protein_coding	1	2	0.30481	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
248318	2	74461061	74461071	-	ENSG00000115275	1	MOGS	protein_coding	4	4	0.64383	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
248320	2	74463745	74464704	-	ENSG00000115275	1	MOGS	protein_coding	4	5	0.63101	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
249056	2	85318026	85318275	-	ENSG00000152291	1	TGOLN2	protein_coding	7	6	0.45659	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
249173	2	85549182	85550037	-	ENSG00000115486	1	GGCX	protein_coding	2	2	0.51549	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
249204	2	85593392	85593420	+	ENSG00000168899	1	VAMP5	protein_coding	16	5	0.59058	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
249265	2	85657309	85657327	-	ENSG00000168878	1	SFTPB	protein_coding	2	2	0.37283	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
249266	2	85657678	85657935	-	ENSG00000168878	1	SFTPB	protein_coding	11	5	0.83166	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
249268	2	85658043	85658044	-	ENSG00000168878	1	SFTPB	protein_coding	4	2	0.60327	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
249269	2	85658211	85658314	-	ENSG00000168878	1	SFTPB	protein_coding	11	6	0.79365	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
249270	2	85658467	85658498	-	ENSG00000168878	1	SFTPB	protein_coding	11	6	0.85365	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
249271	2	85658643	85658724	-	ENSG00000168878	1	SFTPB	protein_coding	11	4	0.84105	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
249272	2	85658848	85659254	-	ENSG00000168878	1	SFTPB	protein_coding	11	4	0.54123	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
249424	2	86107384	86108571	+	ENSG00000132300	1	PTCD3	protein_coding	1	3	0.40053	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
249539	2	86503429	86503506	-	ENSG00000115561	1	CHMP3	protein_coding	3	3	0.32556	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
249542	2	86505401	86505604	-	ENSG00000115561	1	CHMP3	protein_coding	3	2	0.53784	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
249668	2	86777391	86778038	+	ENSG00000153561	1	RMND5A	protein_coding	1	3	0.49708	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
249670	2	86784609	86784623	-	ENSG00000153563	1	CD8A	protein_coding	1	2	0.45627	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
249671	2	86784748	86784839	-	ENSG00000153563	1	CD8A	protein_coding	1	2	0.29061	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
249822	2	87012549	87012808	+	ENSG00000187627	1	RGPD1	protein_coding	1	3	0.15097	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
250308	2	88556740	88556741	-	ENSG00000172071	1	EIF2AK3	protein_coding	1	2	0.32112	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
250936	2	95859750	95860505	-	ENSG00000174501	1	ANKRD36C	protein_coding	2	2	0.49148	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
251115	2	96250494	96251287	-	ENSG00000135956	1	TMEM127	protein_coding	4	4	0.51483	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
251136	2	96274730	96274734	-	ENSG00000144028	1	SNRNP200	protein_coding	5	6	0.56914	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
251319	2	96811477	96811874	+	ENSG00000158158	1	CNNM4	protein_coding	1	3	0.49736	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
251515	2	97648131	97648194	+	ENSG00000135940	1	COX5B	protein_coding	1	2	0.11887	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
251832	2	98725938	98726379	-	ENSG00000071073	1	MGAT4A	protein_coding	1	2	0.43180	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
252057	2	99399212	99400069	+	ENSG00000158417	1	EIF5B	protein_coding	2	4	0.34341	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
252430	2	101006283	101006994	+	ENSG00000071082	1	RPL31	protein_coding	3	4	0.32242	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
252582	2	101271212	101271644	-	ENSG00000163162	1	RNF149	protein_coding	2	5	0.21715	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
252594	2	101275800	101275801	-	ENSG00000163162	1	RNF149	protein_coding	1	2	0.19919	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
252598	2	101276536	101276537	-	ENSG00000163162	1	RNF149	protein_coding	13	6	0.59485	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
252599	2	101276654	101276764	-	ENSG00000163162	1	RNF149	protein_coding	3	3	0.53092	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
252601	2	101277013	101277138	-	ENSG00000163162	1	RNF149	protein_coding	2	6	0.55826	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
252802	2	101891198	101892127	+	ENSG00000071054	1	MAP4K4	protein_coding	4	2	0.58113	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
252806	2	101894316	101894690	+	ENSG00000071054	1	MAP4K4	protein_coding	1	2	0.21694	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
253503	2	108509032	108509398	+	ENSG00000135968	1	GCC2	protein_coding	4	3	0.30104	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
253628	2	108684150	108684458	+	ENSG00000169756	1	LIMS1	protein_coding	2	4	0.35947	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
253632	2	108686479	108686480	+	ENSG00000169756	1	LIMS1	protein_coding	1	2	0.30800	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
253635	2	108687245	108687246	+	ENSG00000169756	1	LIMS1	protein_coding	4	4	0.45473	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
253729	2	108784104	108784105	+	ENSG00000153201	1	RANBP2	protein_coding	2	4	0.34416	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
253732	2	108785193	108785811	+	ENSG00000153201	1	RANBP2	protein_coding	1	2	0.13120	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
253992	2	109855072	109855987	+	ENSG00000015568	1	RGPD5	protein_coding	2	3	0.29277	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
253994	2	109856167	109856752	+	ENSG00000015568	1	RGPD5	protein_coding	1	2	0.07327	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
253995	2	109857237	109857705	+	ENSG00000015568	1	RGPD5	protein_coding	3	4	0.26454	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
254167	2	110513801	110514245	-	ENSG00000183054	1	RGPD6	protein_coding	2	4	0.28071	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
254168	2	110514751	110515309	-	ENSG00000183054	1	RGPD6	protein_coding	1	2	0.07843	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
254170	2	110515519	110516432	-	ENSG00000183054	1	RGPD6	protein_coding	2	3	0.29923	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
254830	2	112368368	112368812	-	ENSG00000169629	1	RGPD8	protein_coding	2	4	0.30513	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
255260	2	113495724	113495803	+	ENSG00000136682	1	CBWD2	protein_coding	4	4	0.28873	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
255327	2	113706762	113707213	-	ENSG00000115084	1	SLC35F5	protein_coding	3	2	0.46667	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
255430	2	113958400	113958401	+	ENSG00000115091	1	ACTR3	protein_coding	5	4	0.50254	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
255431	2	113958554	113958590	+	ENSG00000115091	1	ACTR3	protein_coding	8	6	0.50854	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
255432	2	113958742	113959392	+	ENSG00000115091	1	ACTR3	protein_coding	2	2	0.17252	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
255435	2	113960957	113961558	+	ENSG00000115091	1	ACTR3	protein_coding	1	2	0.15142	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
255629	2	117832305	117832379	+	ENSG00000088205	1	DDX18	protein_coding	2	2	0.20835	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
255640	2	117915477	117915936	-	ENSG00000125633	1	CCDC93	protein_coding	1	2	0.73028	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
256022	2	120104595	120105117	+	ENSG00000115109	1	EPB41L5	protein_coding	2	3	0.48829	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
256463	2	126696194	126696234	+	ENSG00000136732	1	GYPC	protein_coding	1	2	0.28590	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
256601	2	127480806	127480865	-	ENSG00000163166	1	IWS1	protein_coding	2	3	0.38969	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
256640	2	127700984	127701436	-	ENSG00000136709	1	WDR33	protein_coding	1	2	0.25006	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
256647	2	127705913	127706354	-	ENSG00000136709	1	WDR33	protein_coding	2	3	0.24830	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
256986	2	130346621	130346624	+	ENSG00000136718	1	IMP4	protein_coding	1	2	0.46749	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
256998	2	130370143	130370444	+	ENSG00000072135	1	PTPN18	protein_coding	3	3	0.38728	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
257003	2	130375404	130375405	+	ENSG00000072135	1	PTPN18	protein_coding	1	2	0.43133	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
257160	2	131149812	131149845	+	ENSG00000115762	1	PLEKHB2	protein_coding	1	3	0.31623	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
257207	2	131483959	131483974	-	ENSG00000173272	1	MZT2A	protein_coding	2	2	0.27417	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
257697	2	134454220	134454621	+	ENSG00000152127	1	MGAT5	protein_coding	1	2	0.40725	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
257868	2	134953456	134954039	+	ENSG00000082258	1	CCNT2	protein_coding	1	3	0.42225	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
258156	2	135784146	135785063	+	ENSG00000144224	1	UBXN4	protein_coding	2	2	0.43640	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
258338	2	137967128	137967444	+	ENSG00000150540	1	HNMT	protein_coding	4	3	0.46622	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
258358	2	138014427	138014484	+	ENSG00000150540	1	HNMT	protein_coding	4	2	0.75445	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
258359	2	138014645	138014658	+	ENSG00000150540	1	HNMT	protein_coding	2	4	0.45438	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
258669	2	143042310	143042311	+	ENSG00000115919	1	KYNU	protein_coding	2	2	0.45181	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
259023	2	143768085	143768352	+	ENSG00000075884	1	ARHGAP15	protein_coding	2	2	0.38278	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
259172	2	144384298	144385121	-	ENSG00000169554	1	ZEB2	protein_coding	3	3	0.17278	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
259175	2	144388003	144388591	-	ENSG00000169554	1	ZEB2	protein_coding	4	3	0.43909	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
259288	2	144511383	144511733	-	ENSG00000169554	1	ZEB2	protein_coding	1	2	0.22724	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
260018	2	151475304	151477343	+	ENSG00000080345	1	RIF1	protein_coding	1	2	0.35144	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
260081	2	151800978	151801053	-	ENSG00000162980	1	ARL5A	protein_coding	2	2	0.21965	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
260755	2	156585384	156586405	+	ENSG00000115159	1	GPD2	protein_coding	1	2	0.54724	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
260837	2	157415014	157415174	-	ENSG00000115165	1	CYTIP	protein_coding	4	3	0.51788	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
260838	2	157415307	157415627	-	ENSG00000115165	1	CYTIP	protein_coding	3	4	0.37723	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
261459	2	159768627	159769219	-	ENSG00000241399	1	CD302	protein_coding	4	3	0.52755	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
261464	2	159771537	159771855	-	ENSG00000241399	2	CD302	protein_coding	5	5	0.64947	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
261620	2	160272150	160272165	-	ENSG00000153250	1	RBMS1	protein_coding	2	3	0.20052	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
261621	2	160272278	160272804	-	ENSG00000153250	1	RBMS1	protein_coding	2	3	0.27209	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
261964	2	161992240	161992777	-	ENSG00000197635	1	DPP4	protein_coding	1	2	0.29712	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
262065	2	162360897	162360935	+	ENSG00000115271	1	GCA	protein_coding	1	2	0.23975	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
262066	2	162361115	162361122	+	ENSG00000115271	1	GCA	protein_coding	3	2	0.39166	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
262839	2	169637646	169637744	+	ENSG00000138398	1	PPIG	protein_coding	1	2	0.35191	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
262847	2	169645744	169646081	-	ENSG00000154479	1	CCDC173	protein_coding	1	2	0.30779	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
262911	2	169811874	169812064	+	ENSG00000138385	1	SSB	protein_coding	5	4	0.55166	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
263435	2	171952979	171953889	+	ENSG00000128708	1	HAT1	protein_coding	1	2	0.28122	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
264023	2	174559570	174560421	-	ENSG00000115935	1	WIPF1	protein_coding	3	5	0.30995	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
264030	2	174564763	174566489	-	ENSG00000115935	1	WIPF1	protein_coding	1	2	0.14204	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
264166	2	175072249	175072662	-	ENSG00000115966	1	ATF2	protein_coding	2	5	0.47044	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
264224	2	175176257	175176693	-	ENSG00000154518	2	ATP5MC3	protein_coding	1	2	0.06095	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
264412	2	177219605	177219770	+	ENSG00000170144	1	HNRNPA3	protein_coding	1	2	0.23647	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
264414	2	177220118	177220172	+	ENSG00000170144	1	HNRNPA3	protein_coding	1	3	0.28383	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
264417	2	177220511	177220534	+	ENSG00000170144	1	HNRNPA3	protein_coding	1	2	0.13973	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
264418	2	177220781	177224046	+	ENSG00000170144	1	HNRNPA3	protein_coding	5	4	0.35348	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
264435	2	177230307	177230397	-	ENSG00000116044	1	NFE2L2	protein_coding	2	3	0.28288	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
265318	2	181537271	181537775	+	ENSG00000115232	1	ITGA4	protein_coding	3	3	0.48307	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
265320	2	181538361	181539290	+	ENSG00000115232	1	ITGA4	protein_coding	2	2	0.24721	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
265939	2	186680897	186680901	+	ENSG00000138448	1	ITGAV	protein_coding	3	4	0.83690	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
266174	2	189011724	189012142	+	ENSG00000168542	1	COL3A1	protein_coding	3	3	0.60196	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
266176	2	189012742	189012746	+	ENSG00000168542	1	COL3A1	protein_coding	3	2	0.62271	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
266385	2	190199841	190200445	+	ENSG00000187699	1	C2orf88	protein_coding	2	3	0.37395	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
266387	2	190204626	190204644	-	ENSG00000198130	1	HIBCH	protein_coding	2	3	0.24327	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
266388	2	190204905	190204915	-	ENSG00000198130	1	HIBCH	protein_coding	4	4	0.43363	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
266621	2	190692225	190692766	+	ENSG00000138386	1	NAB1	protein_coding	1	2	0.33903	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
266738	2	190932592	190933363	+	ENSG00000115419	1	GLS	protein_coding	1	2	0.17433	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
266740	2	190934664	190935400	+	ENSG00000115419	1	GLS	protein_coding	9	4	0.63353	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
266783	2	190969263	190969388	-	ENSG00000115415	1	STAT1	protein_coding	7	5	0.63275	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
266792	2	190975534	190975984	-	ENSG00000115415	1	STAT1	protein_coding	1	3	0.31005	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
266869	2	191066822	191069751	-	ENSG00000138378	1	STAT4	protein_coding	2	2	0.28093	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
267039	2	191693925	191694772	+	ENSG00000173559	2	NABP1	protein_coding	1	2	0.17075	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
267041	2	191696222	191696664	+	ENSG00000173559	2	NABP1	protein_coding	1	2	0.20038	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
267275	2	195737279	195737702	+	ENSG00000196950	1	SLC39A10	protein_coding	4	5	0.76689	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
267580	2	196986661	196987002	-	ENSG00000065413	1	ANKRD44	protein_coding	1	3	0.23063	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
267791	2	197391826	197392130	-	ENSG00000115524	1	SF3B1	protein_coding	3	4	0.33287	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
267880	2	197486580	197486939	-	ENSG00000144381	1	HSPD1	protein_coding	4	2	0.31141	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
267893	2	197494656	197495257	-	ENSG00000144381	1	HSPD1	protein_coding	1	2	0.28503	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
267898	2	197496882	197499954	-	ENSG00000144381	1	HSPD1	protein_coding	4	3	0.42713	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
267906	2	197503156	197503616	+	ENSG00000115541	2	HSPE1	protein_coding	2	2	0.21356	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
268332	2	200478075	200478530	+	ENSG00000196141	1	SPATS2L	protein_coding	1	2	0.51816	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
